9236	434	
62	8951	
17410	3071	
3552	9534	
49	1188	
18404	2915	
28045	8953	
13482	9395	
20103	3232	
14285	5011	
19603	4582	
15264	486	
17948	7889	
21284	9576	
8472	3532	
10454	6329	
22230	492	
20549	3961	
15795	5822	
6161	2620	
20380	784	
31	539	
12301	6552	
14121	6023	
23208	981	
13730	9786	
10242	8320	
10999	6300	
15879	9630	
13905	8846	
18349	8341	
2088	6631	
9638	8440	
26193	4169	
7376	6721	
18199	9183	
8439	6459	
10280	3318	
2234	8313	
5286	3892	
9050	8437	
17646	8617	
15630	8457	
24437	337	
1700	4212	
29582	50	
8306	1130	
18633	4825	
28314	8154	
17110	475	
5564	7965	
18726	3482	
4006	9288	
16098	4071	
13399	6510	
23813	3023	
22001	6726	
6804	4867	
16860	7316	
16159	5592	
17687	7462	
8815	2455	
4665	4125	
7934	1617	
11750	6902	
25719	9395	
22301	5172	
4290	7938	
28158	5580	
15922	9012	
28233	6829	
16490	7611	
29233	1930	
16377	8174	
20544	5989	
2279	1301	
28292	6937	
15191	8417	
19143	212	
12668	7237	
14540	4031	
20872	2789	
12213	8620	
26752	602	
19682	8891	
955	9807	
12995	6808	
5849	588	
17199	2773	
26784	1404	
14701	3472	
29874	5325	
4543	9744	
9418	3075	
23359	2449	
21397	617	
3506	9642	
12766	21	
28393	2023	
24466	7159	
1846	9992	
5394	1710	
29899	2773	
998	4711	
14606	2844	
25422	7059	
21641	1433	
10068	5875	
4861	3825	
15918	4419	
24983	5690	
991	480	
27163	218	
17885	1543	
5133	7995	
19085	8588	
13790	4168	
23082	3907	
21779	6119	
20725	1871	
20194	2579	
2982	8021	
19654	1285	
7905	6860	
17073	5582	
22164	4979	
14497	5763	
10333	4750	
1723	3429	
6616	9375	
6740	8347	
13957	9709	
4031	5391	
11352	4180	
12768	4563	
4218	696	
19711	1198	
26061	9639	
7241	8646	
28125	4203	
25216	2731	
3426	3896	
21714	4526	
15394	9976	
39	1644	
19011	3600	
12627	8363	
5438	6095	
3180	2416	
20351	4019	
9750	1803	
25001	6967	
19578	1104	
14231	3325	
15205	3762	
13133	2388	
7277	2429	
27548	2374	
23854	5072	
17492	5425	
9906	7334	
2404	2112	
25519	3216	
10269	2805	
7833	9056	
13204	4277	
8873	260	
726	7728	
2454	6830	
8119	2427	
10336	7548	
7811	8204	
19740	1224	
19589	2337	
12424	4686	
69	9086	
14240	2709	
684	9073	
18761	6460	
26932	2307	
23675	2723	
12475	9646	
9196	5875	
1590	9158	
21255	9147	
12769	5157	
8844	7112	
20180	5526	
23889	6512	
7458	237	
29910	6187	
19611	98	
18853	2062	
20977	1224	
25000	1621	
24712	2590	
21637	3500	
11239	9890	
3285	5163	
11899	4493	
20610	3724	
2010	3311	
29502	9738	
25252	7559	
2520	1990	
12174	5258	
3258	6969	
25793	8582	
20244	5623	
1962	6526	
16798	2270	
18794	3147	
24192	460	
9909	3046	
10688	5674	
21113	8522	
4949	2694	
12636	1130	
18103	1080	
24062	4277	
6134	7944	
23641	3346	
3635	4352	
12646	6540	
18722	9609	
7121	4123	
24856	5162	
4914	7379	
29903	9386	
29811	422	
13639	7807	
13715	1593	
22648	3586	
19779	9489	
706	8491	
25854	8682	
18581	8159	
3254	8180	
3020	1122	
17545	8330	
18116	8058	
4627	9536	
2811	4162	
28204	5080	
4532	8439	
29666	4833	
6007	4723	
11297	3997	
27556	883	
12031	2462	
27256	1735	
4197	988	
14744	3814	
27335	6341	
330	7724	
132	4610	
52	4305	
7720	4705	
23292	1206	
16719	5556	
14574	4735	
309	566	
1244	9847	
11401	3909	
8847	9957	
18112	3073	
9516	2394	
24501	6495	
5826	8243	
24974	6282	
9200	8593	
9034	9431	
16564	4706	
27062	1971	
22333	7739	
1791	3659	
29058	5669	
27633	3479	
25227	7362	
24382	5157	
8749	298	
6411	3118	
21476	950	
22500	6710	
25112	7736	
23504	6789	
7874	3013	
9087	4253	
20952	4480	
16991	488	
29204	9669	
12398	4544	
24899	7422	
23962	7594	
5305	629	
23460	4016	
14465	8391	
644	6041	
26002	6433	
19381	1671	
2478	6314	
17921	5084	
26740	9053	
28583	7386	
4229	529	
17144	934	
4867	6054	
22642	3768	
406	2847	
10468	6914	
22168	1654	
11216	9594	
22224	3104	
3950	2182	
15308	9263	
24349	4019	
5175	3886	
21876	5314	
4458	1228	
26823	2464	
19646	6552	
10837	6816	
28960	565	
27550	3447	
17038	2458	
13010	5859	
29342	1529	
15413	3097	
13353	6334	
24378	8132	
27651	3727	
19249	9543	
15718	2879	
19019	9912	
71	1778	
10371	6312	
6202	7050	
27230	5635	
26471	7504	
5584	5204	
26874	2705	
27645	1809	
24903	2383	
25053	5398	
7401	199	
26544	7873	
20319	2163	
19939	711	
25540	588	
25586	6369	
23468	2777	
20071	3990	
26794	6088	
11264	6006	
5615	4872	
26943	5169	
13854	7857	
1995	6066	
18634	944	
12755	7131	
17840	1843	
3107	5390	
5665	5037	
11295	1109	
26328	1159	
23116	7182	
15690	8420	
8878	1703	
3067	5311	
23148	5778	
1650	7328	
26037	5538	
17013	9402	
4257	2851	
24066	324	
28220	5274	
28065	8480	
26189	666	
22005	5246	
20883	1646	
16450	266	
6659	8863	
28185	3554	
7917	5327	
14673	7813	
20250	4610	
24996	9014	
2563	5420	
9171	5664	
657	453	
6567	2787	
18188	5193	
23765	3981	
17218	9101	
21485	6245	
24743	8492	
9503	4544	
29571	2175	
6443	4102	
15613	3659	
19268	4910	
24114	7619	
9487	4566	
12513	718	
24926	7023	
1222	2324	
22323	6469	
3185	5443	
7155	5517	
6914	590	
29306	4071	
28516	7492	
29124	3778	
13987	4958	
14143	8574	
6843	3106	
24379	9325	
1598	6533	
11706	6611	
66	3982	
25146	1341	
15333	5157	
11724	1150	
15021	3914	
8096	1540	
4945	785	
23647	9848	
21917	3931	
16884	6980	
15030	1137	
18040	1968	
10715	1353	
5322	261	
8499	843	
28103	5682	
5225	7101	
15355	3293	
28721	555	
19956	2097	
27270	5186	
14958	6021	
27457	6539	
28785	2110	
21880	9397	
10756	2987	
24129	5483	
12492	621	
21921	7893	
27669	8026	
11573	1338	
3787	775	
21052	6994	
12245	3666	
27263	9562	
13359	3922	
19038	513	
19139	1798	
4249	7487	
18772	1898	
16375	3174	
5430	6809	
20166	240	
16701	44	
27168	2984	
7792	3984	
23463	6788	
28377	8101	
25005	8160	
21437	3634	
22770	3062	
5539	790	
12970	2969	
29730	1642	
11434	4242	
27339	1443	
16095	5201	
7504	2691	
28012	4629	
3455	5662	
19326	2694	
26368	1850	
1341	8159	
19943	7024	
23649	7850	
8309	7584	
7886	5844	
7073	1153	
15646	2431	
25023	5237	
4282	4070	
14907	1994	
277	9723	
3700	3117	
5300	9052	
6968	2410	
7582	7381	
1383	7566	
22972	8511	
28710	5133	
14172	2709	
9955	3760	
11096	7351	
19584	2358	
13022	8423	
22414	4699	
20956	1297	
8168	8758	
13083	7672	
27608	3708	
19301	4075	
21385	9938	
10035	8007	
10459	7807	
20007	5702	
3453	6848	
12914	8837	
15738	3334	
20	1635	
9914	9086	
9013	5956	
24240	2773	
21542	5957	
16873	7782	
12572	7567	
6642	9328	
2342	9225	
8554	2178	
5905	1727	
11665	6946	
19034	5886	
15628	6119	
5214	2622	
12821	6580	
15756	6204	
17568	626	
20540	5955	
24728	2664	
25274	4871	
24487	2426	
17882	4957	
10100	5595	
1615	4122	
15255	6864	
18615	9559	
17192	5570	
16110	318	
19030	7695	
15011	4515	
13171	9518	
21975	6082	
20028	5214	
25969	9873	
11447	154	
6959	3057	
14997	4138	
25976	8231	
905	1580	
28097	5068	
4879	9164	
22375	8536	
24326	6032	
8049	2030	
4985	974	
6531	8902	
26503	151	
14868	6933	
20424	3505	
14993	5486	
4475	105	
26502	7740	
17736	9919	
16381	4191	
3649	434	
21550	9588	
2246	7188	
10645	4095	
5415	3849	
13906	3688	
10740	5329	
3593	1503	
27585	4896	
6121	9101	
10885	5223	
18074	7432	
18706	512	
13007	1091	
19199	2219	
29100	5136	
11824	7296	
24481	2179	
13520	8084	
23364	4612	
25549	4652	
21344	1960	
3122	3897	
17229	9191	
17472	7890	
12968	8476	
13207	4502	
25789	6918	
18797	8372	
18418	1520	
26494	9270	
28753	5631	
3088	8472	
1104	7252	
23121	6135	
13438	9233	
25583	8276	
29420	9048	
26308	2119	
13845	399	
29677	2464	
3292	9504	
15733	1385	
21201	1869	
28994	248	
12255	7169	
7580	1905	
16581	7745	
12549	2423	
1054	8865	
8106	4003	
14944	6467	
12948	1981	
22190	5962	
26827	7575	
17210	7676	
856	8458	
7179	3558	
21877	5400	
12374	9274	
21332	2992	
6876	2964	
20377	6719	
23248	9098	
15412	5300	
22611	385	
23135	7724	
17886	444	
11696	5132	
187	7280	
28779	9453	
1569	1907	
9832	6034	
5338	7650	
22316	4837	
26034	7234	
12359	7039	
5886	3934	
10169	7718	
15063	4223	
977	9232	
482	5274	
28724	8822	
28541	8658	
7958	8628	
13543	527	
13481	2557	
4541	2919	
13871	4156	
7421	5656	
10669	9509	
12505	5911	
4942	6313	
10361	2259	
17120	4201	
26797	8531	
27008	9761	
22654	5885	
12550	9120	
4009	4795	
1338	4919	
10026	7719	
27148	4866	
14156	7618	
9405	712	
7451	6828	
5484	8621	
28351	3614	
8433	4198	
28147	4763	
15910	5018	
25844	7051	
19405	6306	
959	110	
19324	7011	
18835	2146	
3021	4119	
21243	5516	
26613	2150	
836	5864	
7503	9569	
15165	9439	
21557	1422	
16954	97	
1786	4940	
24725	2850	
10375	1016	
23074	5185	
225	4329	
4476	8707	
28083	5526	
5809	9999	
4766	8504	
8392	4418	
18969	3434	
4346	3874	
29334	8380	
17684	5136	
28338	598	
17207	9431	
3592	4954	
24554	4353	
14884	3426	
15053	4200	
9135	6713	
29402	4633	
16124	9237	
22346	1333	
23565	7538	
12610	8018	
22371	2602	
17480	9855	
10992	2096	
10981	1412	
14394	3245	
1529	167	
737	8086	
3931	5248	
6827	1946	
3027	1435	
27220	8812	
24997	6953	
8821	1250	
9145	1664	
29769	4973	
22096	342	
2285	1026	
24178	7603	
11651	9093	
7696	6849	
17366	1284	
10088	2275	
5192	9981	
1750	2943	
5479	6781	
4103	4089	
16831	3766	
3561	7854	
809	7500	
23087	5770	
8720	6669	
16881	5782	
24388	4395	
24448	5121	
11207	9335	
11846	1434	
16149	2971	
4636	5591	
1651	4213	
21493	3611	
17193	3608	
3245	558	
18747	1887	
11733	9629	
3098	9694	
21565	6310	
20327	8376	
25013	39	
28844	6752	
25794	255	
1196	5913	
1759	6387	
27799	785	
28418	1565	
25703	4186	
28851	4184	
18715	5812	
4835	333	
29073	669	
15465	9343	
17330	4802	
4845	2727	
23871	2403	
3164	2986	
20882	1398	
21761	6596	
20899	7495	
28879	5742	
10995	9133	
28398	495	
25561	4200	
4143	1406	
9815	1446	
2046	4677	
24936	6470	
22161	2760	
4308	7189	
3526	9760	
22338	7612	
18624	348	
27463	65	
26148	2459	
23793	6836	
21236	4371	
2423	9241	
1918	7385	
24433	2028	
9108	2937	
18752	1333	
10935	4338	
2416	6565	
11653	9558	
17682	7702	
2958	9143	
25292	2319	
5106	1035	
23859	6526	
7653	9890	
5158	4494	
16675	4547	
28569	6970	
2044	3030	
10216	7166	
28383	5491	
13202	8984	
15508	3918	
1421	3166	
8744	8013	
21997	6964	
2719	3133	
13528	3300	
24492	216	
11862	2029	
2072	6688	
23576	9975	
1155	2616	
15570	7334	
2292	5281	
21724	334	
20049	2221	
23337	2226	
1809	1028	
24590	3355	
1261	4866	
19376	2858	
11246	626	
14135	7246	
6338	1926	
12879	685	
15254	5493	
19176	515	
14041	9417	
29711	7985	
25409	5558	
25618	677	
9869	5739	
18271	8401	
29566	9163	
24255	556	
5952	7356	
15969	1110	
8676	8104	
23103	9336	
3899	6241	
21743	5417	
25153	5826	
13496	1966	
3475	1328	
4319	4105	
21614	7663	
29997	514	
1174	4577	
25598	4979	
29759	4937	
24393	2412	
13100	8430	
2919	823	
15586	3995	
9714	6263	
8375	9955	
18763	8409	
1181	1	
14664	893	
17829	814	
3976	4814	
24369	9148	
4805	8923	
3307	1263	
27237	7562	
27659	4843	
22204	7955	
249	3241	
3041	9816	
4719	6627	
29211	564	
27850	7230	
7928	3697	
10109	1928	
14091	5460	
22850	4055	
10304	6547	
11646	5905	
22540	4230	
25648	2554	
5526	3883	
24566	2087	
3547	4628	
19115	1393	
5395	6395	
833	437	
24414	6357	
1527	9705	
29274	8852	
22535	6185	
22469	9511	
21567	6143	
24457	3692	
17481	5601	
21912	9686	
13561	4852	
3845	4969	
419	5439	
9421	930	
13879	3914	
18096	7124	
15450	6277	
12688	429	
8514	1317	
8405	3751	
18334	8153	
12298	4426	
13439	5451	
20111	7238	
13522	3196	
8959	412	
20563	8247	
11145	488	
25064	9507	
16259	320	
237	7960	
12944	6215	
18912	5888	
25288	2924	
5741	5509	
2876	9614	
24033	8182	
4526	4768	
21693	1657	
14486	7500	
27429	4234	
9131	7984	
2639	3527	
9062	5026	
12826	5131	
8401	6334	
10859	1589	
28974	2877	
21490	308	
29269	7987	
22907	5761	
1093	3477	
27360	553	
17580	2518	
26124	4086	
23618	941	
7595	3593	
7423	3236	
2846	3110	
3372	6478	
24570	2635	
28711	3494	
13088	9790	
25136	6385	
28871	803	
21824	2544	
15492	4391	
8474	3844	
20796	8860	
1802	8173	
5312	3792	
24137	17	
23127	6204	
29395	790	
6074	9607	
7807	8108	
29913	1429	
29101	8282	
939	8223	
22031	6883	
20626	2400	
17086	2676	
17309	697	
12957	3422	
9847	5377	
4314	9210	
16909	9757	
13057	6366	
3244	1336	
16859	3274	
5368	5343	
25443	8079	
12442	2204	
4777	5357	
18161	6204	
16640	1751	
15353	9039	
17090	6710	
12601	8812	
25299	5334	
16662	7790	
258	6033	
12149	5007	
14598	7630	
11328	8587	
1878	6572	
23106	6252	
24427	5441	
6436	8366	
10533	9606	
23161	3590	
2418	2015	
19221	2288	
12824	7357	
15636	432	
994	9038	
25239	1926	
3094	6431	
1564	6511	
9519	5329	
10536	9704	
1676	9641	
7828	5166	
29556	2466	
6130	1073	
26292	5005	
554	9399	
25830	2792	
17285	556	
191	4317	
7317	9319	
22966	2481	
29855	1848	
23516	7965	
6742	1870	
11836	5929	
693	4821	
27617	3620	
8921	1548	
14974	4592	
13609	325	
22798	4443	
11731	6277	
7097	9000	
29188	987	
1807	1484	
25411	8926	
28036	2692	
20330	7758	
29048	1059	
29122	6013	
13250	9322	
17211	7815	
14184	624	
4837	4859	
27278	8177	
5069	6686	
28419	7639	
16773	6190	
26499	5797	
15920	6251	
10686	2785	
25383	2449	
5820	8141	
28796	8926	
9238	5060	
18015	2867	
7752	8380	
19936	6534	
23490	1931	
6447	854	
2120	531	
28336	470	
25962	8716	
13515	3929	
8894	7036	
16943	9256	
12472	8949	
16086	7474	
20891	9451	
23588	1361	
17578	8512	
15065	2869	
12791	2814	
15382	8959	
15133	6497	
29164	2652	
29977	2143	
25632	4572	
11923	7092	
474	2030	
24683	5310	
24669	8922	
10926	9713	
13361	2538	
15431	616	
3228	1238	
23938	1274	
23743	5498	
13660	6949	
18028	2118	
16166	2857	
24998	3667	
25480	3347	
3233	7965	
6915	4980	
22296	6081	
2207	5310	
1405	3316	
25763	8299	
29627	7757	
11490	9369	
9767	4896	
18466	6662	
8133	6728	
12361	4436	
27383	5712	
25984	5577	
9712	735	
14537	997	
11495	7790	
8061	7153	
5959	5286	
9486	273	
8675	8075	
2587	6869	
6967	4975	
3922	1362	
25017	3956	
6719	8072	
6030	178	
10163	4783	
16650	7345	
24000	1379	
22671	3156	
21585	6569	
11654	7698	
8054	1229	
14972	2434	
11852	2986	
4803	1106	
2187	8692	
5370	1844	
6362	630	
5815	5286	
28093	9219	
224	2300	
20766	6587	
1769	4813	
3402	1532	
22727	4214	
1602	194	
28515	5054	
3137	2189	
16971	7928	
23533	3933	
27346	8926	
4343	4509	
22663	7121	
9453	1769	
23236	8122	
9759	1965	
5981	9707	
22587	7160	
22007	3168	
22056	5772	
27530	8113	
22980	8817	
22550	7507	
26453	4663	
24044	7030	
17023	5715	
11987	6210	
7506	4196	
21704	433	
8735	7332	
16515	4282	
7576	1850	
24929	6456	
18628	684	
23651	3689	
25467	2817	
24659	6162	
8500	8868	
27822	8528	
22889	9237	
16770	7385	
17043	9338	
28933	2385	
14392	307	
5487	9417	
23597	9467	
27990	6129	
6649	1130	
22564	1086	
17961	3288	
22711	9559	
29273	683	
23876	3849	
18917	2321	
7419	9868	
11705	1646	
26955	2814	
8028	8903	
25079	610	
1913	7241	
22584	8135	
17470	3878	
16457	3157	
29491	7495	
23413	7566	
17184	4869	
20598	9566	
26563	3434	
5692	1931	
220	2648	
19124	4007	
2596	6017	
22067	3292	
16414	5033	
5174	5642	
3834	3012	
1055	7440	
2216	6917	
8222	4071	
2558	4946	
21832	472	
24737	2995	
13094	9566	
3011	3706	
14108	4038	
21242	3260	
25347	8409	
18333	5670	
19022	4285	
5242	6935	
26262	976	
20636	9317	
4208	9850	
18025	9675	
1933	6231	
7178	9221	
11841	682	
18687	8537	
16507	7785	
25270	8856	
19499	2911	
17216	7616	
21749	5468	
19606	3737	
23663	6008	
3708	2178	
3920	9327	
20866	7713	
25611	4010	
8339	1272	
16794	7688	
26250	6566	
7654	622	
26964	8071	
3586	6072	
23856	506	
5128	7899	
2019	1965	
15499	7689	
121	9702	
5084	3807	
18246	9824	
24823	1214	
21898	5248	
21821	1940	
21266	1668	
23517	3575	
